Trans. Date,Post Date,Description,Amount,Category
01/08/2020,01/08/2020,"HY-VEE OLATHE 1463 OLATHE KS",16.60,"Supermarkets"
01/09/2020,01/09/2020,"AMAZON PRIME*M98HF1OA1 AMZN.COM/BILLWA5NORRXW2G9H",12.99,"Merchandise"
01/09/2020,01/09/2020,"CVS/PHARMACY #08586 OVERLAND PARKKS",8.71,"Merchandise"
01/09/2020,01/09/2020,"STARBUCKS STORE 13646 OVERLAND PARKKS732791",21.79,"Restaurants"
01/10/2020,01/10/2020,"AHCC OVERLAND PARK OVERLAND PARKKS",154.34,"Medical Services"
01/10/2020,01/10/2020,"CHICK-FIL-A #01846 OLATHE KS",7.16,"Restaurants"
01/10/2020,01/10/2020,"CVS/PHARMACY #08585 OVERLAND PARKKS",18.84,"Merchandise"
01/10/2020,01/10/2020,"WALGREENS #6112 OLATHE KS",17.49,"Merchandise"
01/10/2020,01/10/2020,"WALGREENS #6112 OLATHE KS",46.99,"Merchandise"
01/11/2020,01/11/2020,"AMZN MKTP US*PF3DO68F3 AMZN.COM/BILLWA2XXJWD68YLL",56.77,"Merchandise"
01/11/2020,01/11/2020,"DRAFTCADE & IMPROV COMED 8167595233 MO",50.00,"Restaurants"
01/11/2020,01/11/2020,"HOBBY-LOBBY #0075 OLATHE KS",80.84,"Merchandise"
01/11/2020,01/11/2020,"PAPA MURPHY'S KS020 OLO 913-764-0500 KS",22.56,"Restaurants"
01/11/2020,01/13/2020,"HOBBY-LOBBY #0075 OLATHE KS",-55.25,"Payments and Credits"
01/12/2020,01/12/2020,"BANFIELD-PET*WPPAYMENT 866-894-7927 WA",38.95,"Merchandise"
01/12/2020,01/12/2020,"WAL-MART SC - #0577 OLATHE KS",95.39,"Merchandise"
01/13/2020,01/13/2020,"AMAZON.COM*WC03P9BG3 AMZN.COM/BILLWAKAQM64URVDT",7.65,"Merchandise"
01/14/2020,01/14/2020,"SAWASDEE THAI CUISINE OVERLAND PARKKS",10.73,"Restaurants"
01/15/2020,01/15/2020,"BLUE VALLEY SCHOOLS 913-2394016 KS",150.00,"Education"
01/15/2020,01/15/2020,"TST* MCLAIN S BAKERY - O KANSAS CITY MO",5.80,"Restaurants"
01/15/2020,01/17/2020,"QT 240 OVERLAND PARKKS0024001U6HNXYB",41.44,"Gasoline"
01/16/2020,01/16/2020,"GODAVARI OVERLAND PARKKS",32.16,"Restaurants"
01/16/2020,01/17/2020,"AUDIBLE US*QC26T96N3 888-283-5051 NJ2V3CHGDH8UE",14.95,"Merchandise"
01/16/2020,01/17/2020,"J CREW 800-562-0258 VA",15.98,"Merchandise"
01/16/2020,01/17/2020,"LAMARS DONUTS 01 OVERLAND PARKKS",13.86,"Restaurants"
01/16/2020,01/17/2020,"STARBUCKS 800-782-7282 WA77617789Z5CF3EE9",15.00,"Restaurants"
01/17/2020,01/17/2020,"BLUE VALLEY RECREATION OVERLAND PARKKS",10.00,"Government Services"
01/17/2020,01/17/2020,"CHIPOTLE 0015 OVERLAND PARKKS",7.64,"Restaurants"
01/17/2020,01/17/2020,"SQ *PHO SAI GON OVERLAND PARKKS0001152921508996864802",11.99,"Restaurants"
01/17/2020,01/17/2020,"TARGET OLATHE KS",84.59,"Supermarkets"
01/17/2020,01/19/2020,"TARGET OLATHE KS",-1.37,"Payments and Credits"
01/18/2020,01/18/2020,"ALDI 46051 OVERLAND PAR KS",74.46,"Supermarkets"
01/18/2020,01/18/2020,"HY-VEE OLATHE 1463 OLATHE KS",3.66,"Supermarkets"
01/18/2020,01/18/2020,"HY-VEE OLATHE 1463 OLATHE KS",7.30,"Supermarkets"
01/18/2020,01/18/2020,"STARBUCKS STORE 11626 OLATHE KS708671",2.46,"Restaurants"
01/18/2020,01/18/2020,"TRADER JOE'S #723 QPS LEAWOOD KS",54.20,"Supermarkets"
01/19/2020,01/19/2020,"ALDI 46051 OVERLAND PAR KS",42.79,"Supermarkets"
01/19/2020,01/19/2020,"CASHBACK BONUS REDEMPTION PYMT/STMT CRDT",-42.76,"Awards and Rebate Credits"
01/19/2020,01/19/2020,"DAIRY QUEEN #11581 OLATHE KS",3.60,"Restaurants"
01/19/2020,01/19/2020,"GO CAR WASH- KS100 OVERLAND PARKKS",9.00,"Automotive"
01/19/2020,01/19/2020,"INTERNET PAYMENT - THANK YOU",-1591.62,"Payments and Credits"
01/19/2020,01/19/2020,"TST* Q39 - SOUTH OVERLAND PARKKS",75.63,"Restaurants"
01/20/2020,01/20/2020,"AMZN MKTP US*7K7810Q63 AMZN.COM/BILLWA5HGNJUDKGGQ",7.97,"Merchandise"
01/20/2020,01/20/2020,"AMZN MKTP US*CQ6Y262Z3 AMZN.COM/BILLWA3Z0PHSZOP0G",32.84,"Merchandise"
01/20/2020,01/20/2020,"LOWE'S OF S. KANSAS CITY KANSAS CITY MO",2124.73,"Home Improvement"
01/20/2020,01/20/2020,"MCDONALD'S F25248 KANSAS CITY MO",1.43,"Restaurants"
01/20/2020,01/20/2020,"OLD NAVY ON-LINE GROVEPORT OH",17.30,"Merchandise"
01/20/2020,01/20/2020,"RED DOOR GRILL LEAWOOD KS",12.91,"Restaurants"
01/20/2020,01/20/2020,"TARGET OVERLAND PARKKS",38.21,"Supermarkets"
01/21/2020,01/21/2020,"ALDI 46051 OVERLAND PAR KS",19.34,"Supermarkets"
01/21/2020,01/21/2020,"HOT BASIL THAI CUISINE OVERLAND PARKKS",14.95,"Restaurants"
01/21/2020,01/21/2020,"HY-VEE OLATHE 1463 OLATHE KS",6.38,"Supermarkets"
01/21/2020,01/21/2020,"OLD NAVY ON-LINE GROVEPORT OH",13.06,"Merchandise"
01/21/2020,01/21/2020,"OLD NAVY ON-LINE GROVEPORT OH",13.10,"Merchandise"
01/21/2020,01/21/2020,"STAR FUEL CENTERS 443 OVERLAND PARKKS",33.63,"Gasoline"
01/22/2020,01/22/2020,"AMAZON.COM*M98O216F2 AMZN.COM/BILLWA3G0NZZ407WC",20.45,"Merchandise"
01/22/2020,01/22/2020,"STAR FUEL CENTERS 443 OVERLAND PARKKS",38.93,"Gasoline"
01/24/2020,01/24/2020,"DISNEYPLUS 888-905-7888 CADISNEYPLUS",6.99,"Merchandise"
01/24/2020,01/24/2020,"HY-VEE OLATHE 1463 OLATHE KS",10.37,"Supermarkets"
01/24/2020,01/24/2020,"PAPA MURPHY'S KS020 OLATHE KS",25.71,"Restaurants"
01/25/2020,01/25/2020,"BLUE VALLEY RECREATION OVERLAND PARKKS",110.00,"Government Services"
01/25/2020,01/25/2020,"EMLER SWIM SCHOOL CP BEDFORD TX",850.00,"Education"
01/25/2020,01/25/2020,"IMPROV COMEDY CLUB KANSAS CITY MO",74.59,"Restaurants"
01/25/2020,01/25/2020,"JANE, LLC 801-382-8585 UT",16.41,"Merchandise"
01/25/2020,01/25/2020,"PRICE CHOPPER 500 LEAWOOD KS",2.16,"Supermarkets"
01/25/2020,01/25/2020,"STARBUCKS STORE 11626 OLATHE KS689297",4.54,"Restaurants"
01/26/2020,01/26/2020,"AMZN MKTP US*CK9MZ9G53 AMZN.COM/BILLWA63ZNAAGYFTQ",13.99,"Merchandise"
01/26/2020,01/26/2020,"GOODWILL 220 OF W MISSOU OVERLAND PARKKS",48.00,"Merchandise"
01/26/2020,01/26/2020,"TARGET OVERLAND PARKKS",18.27,"Supermarkets"
01/27/2020,01/27/2020,"ETSY.COM BROOKLYN NY",15.00,"Merchandise"
01/27/2020,01/27/2020,"SAWASDEE THAI CUISINE OVERLAND PARKKS",10.73,"Restaurants"
01/28/2020,01/28/2020,"APPLE.COM/BILL 111-111-1111 CA",2.99,"Merchandise"
01/28/2020,01/28/2020,"SAWASDEE THAI CUISINE OVERLAND PARKKS",11.73,"Restaurants"
01/30/2020,01/30/2020,"CHICK-FIL-A #01846 OLATHE KS",16.97,"Restaurants"
01/30/2020,01/30/2020,"JOHNSON COUNTY LIBRARY OVERLAND PARKKS",12.30,"Government Services"
01/31/2020,01/31/2020,"ALDI 46051 OVERLAND PAR KS",74.06,"Supermarkets"
01/31/2020,01/31/2020,"AMZN MKTP US*IJ7ES3YH3 AMZN.COM/BILLWA6RZTECDA2T1",34.99,"Merchandise"
01/31/2020,01/31/2020,"SQ *PHO SAI GON OVERLAND PARKKS0002305843012723380956",9.81,"Restaurants"
01/31/2020,01/31/2020,"WWW.KOHLS.COM #0873 MIDDLETOWN OH",26.04,"Department Stores"
02/01/2020,02/01/2020,"BILLIE, INC. 8888207422 NY",9.86,"Services"
02/01/2020,02/01/2020,"CHARLIES CAR WASH #6 OLATHE KS",8.76,"Automotive"
02/01/2020,02/01/2020,"IKEA MERRIAM MERRIAM KS",47.03,"Merchandise"
02/01/2020,02/01/2020,"INTERNET PAYMENT - THANK YOU",-4014.96,"Payments and Credits"
02/01/2020,02/01/2020,"IPSY GLAM BAG HELP.IPSY.COMCA008S27VN",12.00,"Merchandise"
02/01/2020,02/01/2020,"TST* MCLAIN S BAKERY - O KANSAS CITY MO",6.45,"Restaurants"
02/02/2020,02/02/2020,"AMAZON.COM*M98Z31WI1 AMZN.COM/BILLWA2GMJ2B3FISG",67.60,"Merchandise"
02/02/2020,02/02/2020,"HY-VEE OLATHE 1463 OLATHE KS",15.71,"Supermarkets"
02/02/2020,02/02/2020,"HY-VEE OLATHE 1463 OLATHE KS",51.91,"Supermarkets"
02/02/2020,02/02/2020,"METCALF DISCOUNT LIQUOR2 OLATHE KS",29.14,"Merchandise"
02/02/2020,02/02/2020,"ULTA.COM 866-983-8582 IL",65.03,"Merchandise"
02/03/2020,02/03/2020,"ALDI 46051 OVERLAND PAR KS",34.52,"Supermarkets"
02/03/2020,02/03/2020,"CHEWY.COM 800-672-4399 FLPMT-194302104",66.33,"Merchandise"
02/03/2020,02/03/2020,"LARRY D PRIBYL DDS INDEPENDENCE MO",100.00,"Medical Services"
02/03/2020,02/03/2020,"STAR FUEL CENTERS 443 OVERLAND PARKKS",36.45,"Gasoline"
02/05/2020,02/05/2020,"FRS TAC LLC 800-748-4949 NERC39034241",53.46,"Travel/ Entertainment"
02/05/2020,02/05/2020,"INTEG PHYSICAL THERA INDEPENDENCE MO",150.00,"Medical Services"
02/05/2020,02/05/2020,"WWW.KOHLS.COM #0873 MIDDLETOWN OH",28.82,"Department Stores"
02/06/2020,02/06/2020,"ANTHONY PLUMBING, HEATIN LENEXA KS",99.00,"Services"
02/06/2020,02/06/2020,"GOOGLE *GOOGLE STORAGE 855-836-3987 CAP0RJKH4X",1.99,"Merchandise"
02/06/2020,02/06/2020,"HY-VEE OLATHE 1463 OLATHE KS",20.21,"Supermarkets"
02/06/2020,02/06/2020,"WALGREENS #6920 OVERLAND PARKKS",22.89,"Merchandise"
02/06/2020,02/06/2020,"ZAP*ZAPPOS.COM 800-927-7671 NV70VBIX8T0C6",182.70,"Merchandise"
02/07/2020,02/07/2020,"AMZN MKTP US*DF4327QR3 AMZN.COM/BILLWA20BUG110CFJ",7.20,"Merchandise"
02/07/2020,02/07/2020,"HY-VEE OLATHE 1463 OLATHE KS",31.35,"Supermarkets"
02/07/2020,02/07/2020,"PAPA MURPHY'S KS008 OVERLAND PARKKS",26.18,"Restaurants"
02/08/2020,02/08/2020,"BLUE VALLEY RECREATION OVERLAND PARKKS",15.00,"Government Services"
02/08/2020,02/08/2020,"KOHL'S #0231 OLATHE KS",26.27,"Department Stores"
02/08/2020,02/08/2020,"QT 203 OVERLAND PARKKS0020303NT4PVPE",38.60,"Gasoline"
02/08/2020,02/08/2020,"SONIC DRIVE IN #3317 STANLEY KS",3.36,"Restaurants"
02/08/2020,02/08/2020,"SQ *THAI RICE BY RITZU OLATHE KS0002305843012746846490",39.55,"Restaurants"
02/08/2020,02/08/2020,"STARBUCKS 800-782-7282 WA7138747226C1K8OK",15.00,"Restaurants"
02/08/2020,02/08/2020,"STARBUCKS STORE 51249 OVERLAND PARKKS686812",4.91,"Restaurants"
02/09/2020,02/09/2020,"AMAZON PRIME*VD7VD0I83 AMZN.COM/BILLWA4XKQ8IC1Y0P",12.99,"Merchandise"
02/09/2020,02/09/2020,"LENEXA PARKS AND REC LENEXA KS",20.00,"Travel/ Entertainment"
02/09/2020,02/09/2020,"TARGET KANSAS CITY MO",58.49,"Supermarkets"
02/09/2020,02/09/2020,"TAVERN AT MISSION FARM LEAWOOD KS00956R",17.18,"Restaurants"
02/09/2020,02/09/2020,"TRADER JOE'S #723 QPS LEAWOOD KS",34.24,"Supermarkets"
02/10/2020,02/10/2020,"GO CAR WASH- KS100 OVERLAND PARKKS",9.00,"Automotive"
02/11/2020,02/11/2020,"AMAZON.COM*1Q9AA2383 AMZN.COM/BILLWA5OSGWXESMMP",14.28,"Merchandise"
02/11/2020,02/11/2020,"AMAZON.COM*NB4JP4BM3 AMZN.COM/BILLWA7EXFIHFQNN2",437.89,"Merchandise"
02/11/2020,02/11/2020,"TARGET OVERLAND PARKKS",17.55,"Supermarkets"
02/11/2020,02/11/2020,"TARGET.COM * 800-591-3869 MN",53.07,"Merchandise"
02/11/2020,02/11/2020,"ZOES KITCHEN OVERLAND PARKKS01136R",6.18,"Restaurants"
02/12/2020,02/12/2020,"AMZN MKTP US*RK8F620W3 AMZN.COM/BILLWA45HHVP7QTOV",7.99,"Merchandise"
02/12/2020,02/12/2020,"BANFIELD-PET*WPPAYMENT 866-894-7927 WA",38.95,"Merchandise"
02/12/2020,02/12/2020,"NORDSTROM DIRECT #0808 CEDAR RAPIDS IA",29.78,"Department Stores"
02/13/2020,02/13/2020,"ACADEMY SPORTS# 188 OLATHE KS",13.79,"Merchandise"
02/13/2020,02/13/2020,"ALDI 46051 OVERLAND PAR KS",66.19,"Supermarkets"
02/13/2020,02/13/2020,"GOODWILL 220 OF W MISSOU OVERLAND PARKKS",11.42,"Merchandise"
02/13/2020,02/13/2020,"KOHL'S #0231 OLATHE KS",26.03,"Department Stores"
02/13/2020,02/13/2020,"TARGET OVERLAND PARKKS",23.92,"Supermarkets"
02/14/2020,02/14/2020,"CASEYS OLATHE OLATHE KS",28.51,"Gasoline"
02/14/2020,02/14/2020,"SNOW CREEK SKI AREA WESTON MO",9.00,"Travel/ Entertainment"
02/14/2020,02/14/2020,"SNOW CREEK SKI AREA WESTON MO",140.00,"Travel/ Entertainment"
02/14/2020,02/14/2020,"TARGET OVERLAND PARKKS",34.96,"Supermarkets"
02/14/2020,02/17/2020,"MANI PEDI ME OVERLAND PARKKS",15.00,"Services"
02/15/2020,02/17/2020,"PRIDE CLEANERS #47 OVERLAND PARKKS",84.04,"Services"
02/16/2020,02/17/2020,"AUDIBLE*C19RJ6BK3 AMZN.COM/BILLNJ5GLNY18EN1I",14.95,"Merchandise"
02/16/2020,02/17/2020,"NORDSTROM #0230 OVERLAND PARKKS",2.00,"Department Stores"
02/16/2020,02/17/2020,"PLATE KANSAS CITY MO",159.41,"Restaurants"
02/16/2020,02/17/2020,"STARBUCKS 800-782-7282 WA74595453K6MFS16D",15.00,"Restaurants"
02/16/2020,02/17/2020,"WAL-MART SC - #0577 OLATHE KS",54.61,"Merchandise"
02/17/2020,02/17/2020,"ALDI 46051 OVERLAND PAR KSCASHOVER $ 20.00 PURCHASES $ 79.01",99.01,"Supermarkets"
02/17/2020,02/17/2020,"CHIPOTLE 0015 OVERLAND PARKKS",7.64,"Restaurants"
02/17/2020,02/17/2020,"HY-VEE OLATHE 1463 OLATHE KS",25.15,"Supermarkets"
02/17/2020,02/17/2020,"SQ *BLACKDOG COFFEEHOU LENEXA KS0002305843012770908306",4.44,"Restaurants"
02/17/2020,02/18/2020,"TARGET OVERLAND PARKKS",-27.97,"Payments and Credits"
02/18/2020,02/18/2020,"CASHBACK BONUS REDEMPTION PYMT/STMT CRDT",-89.56,"Awards and Rebate Credits"
02/18/2020,02/18/2020,"INTERNET PAYMENT - THANK YOU",-2501.00,"Payments and Credits"
02/18/2020,02/18/2020,"SQ *FULL SERVICE CHIMN OLATHE KS0002305843012774111829",150.00,"Services"
02/19/2020,02/19/2020,"AMZN MKTP US*KP1NZ5L13 AMZN.COM/BILLWA27ZDRWRCDF4",36.23,"Merchandise"
02/19/2020,02/19/2020,"AUSTINS BAR GRILL OLATHE KS",27.99,"Restaurants"
02/19/2020,02/19/2020,"OLD NAVY ON-LINE GROVEPORT OH",13.14,"Merchandise"
02/19/2020,02/19/2020,"PARTY CITY 938 OVERLAND PARKKS01994R",21.38,"Merchandise"
02/20/2020,02/20/2020,"ANNTAYLOR LOFT.COM #612 800-342-5266 CT",48.61,"Merchandise"
02/20/2020,02/20/2020,"BLUE VALLEY RECREATION OVERLAND PARKKS",160.00,"Government Services"
02/20/2020,02/20/2020,"LAMARS DONUTS 01 OVERLAND PARKKS",15.17,"Restaurants"
02/20/2020,02/20/2020,"OLD NAVY ON-LINE GROVEPORT OH",42.68,"Merchandise"
02/20/2020,02/20/2020,"STAR FUEL CENTERS 443 OVERLAND PARKKS",40.26,"Gasoline"
02/21/2020,02/21/2020,"JOHNNYS TAVERN - 119TH LEAWOOD KS",18.82,"Restaurants"
02/22/2020,02/22/2020,"PIZZA SHUTTLE - OVERLAND OVERLAND PARKKS",31.28,"Restaurants"
02/23/2020,02/23/2020,"ALDI 46051 OVERLAND PAR KS",50.24,"Supermarkets"
02/23/2020,02/23/2020,"DOLLAR TREE OVERLAND PARKKS",15.27,"Merchandise"
02/23/2020,02/23/2020,"TARGET OVERLAND PARKKS",53.63,"Supermarkets"
02/23/2020,02/23/2020,"TRADER JOE'S #723 QPS LEAWOOD KS",55.18,"Supermarkets"
02/23/2020,02/25/2020,"LOFT 1458 LEAWOOD TOWN C LEAWOOD KS",-48.61,"Payments and Credits"
02/24/2020,02/24/2020,"DISNEYPLUS 888-905-7888 CADISNEYPLUS",7.64,"Merchandise"
02/24/2020,02/24/2020,"FRIENDS LIQUOR OVERLAND PARKKS",15.14,"Merchandise"
02/24/2020,02/24/2020,"MEYER MUSIC CO OVERLAND PARKKS",30.71,"Merchandise"
02/24/2020,02/24/2020,"SQ *CAFE VIE OVERLAND PARKKS0002305843012791953140",10.79,"Restaurants"
02/26/2020,02/26/2020,"ALDI 46051 OVERLAND PAR KS",12.07,"Supermarkets"
02/26/2020,02/26/2020,"APPLE.COM/BILL 866-712-7753 CAMSSF9KT0BBA0",2.99,"Merchandise"
02/26/2020,02/26/2020,"HARRYS 888-212-6855 888-212-6855 NY",21.00,"Merchandise"
02/26/2020,02/26/2020,"HY-VEE OLATHE 1463 OLATHE KS",32.48,"Supermarkets"
02/27/2020,02/27/2020,"CASEYS OLATHE OLATHE KS",33.36,"Gasoline"
02/28/2020,02/28/2020,"FRIENDS LIQUOR OVERLAND PARKKS",23.78,"Merchandise"
02/28/2020,02/28/2020,"INTERNET PAYMENT - THANK YOU",-1272.82,"Payments and Credits"
02/29/2020,02/29/2020,"ALDI 46051 OVERLAND PAR KS",70.71,"Supermarkets"
02/29/2020,02/29/2020,"JOSE PEPPERS OLATHE OLATHE KS",72.72,"Restaurants"
02/29/2020,02/29/2020,"TARGET OVERLAND PARKKS",18.20,"Supermarkets"
02/29/2020,03/01/2020,"TARGET OVERLAND PARKKS",-46.35,"Payments and Credits"
02/29/2020,03/04/2020,"FRIENDS LIQUOR OVERLAND PARKKS",-8.65,"Payments and Credits"
03/01/2020,03/01/2020,"CASEYS OLATHE OLATHE KS",36.60,"Gasoline"
03/01/2020,03/01/2020,"IPSY GLAM BAG HELP.IPSY.COMCA008Y8LKX",12.00,"Merchandise"
03/01/2020,03/01/2020,"METCALF DISCOUNT LIQUOR2 OLATHE KS",23.74,"Merchandise"
03/01/2020,03/01/2020,"XCEL CAR WASH #3 OLATHE KS",2.00,"Gasoline"
03/02/2020,03/02/2020,"MEYER MUSIC CO OVERLAND PARKKS",101.99,"Merchandise"
03/03/2020,03/03/2020,"OLD NAVY ON-LINE GROVEPORT OH",40.40,"Merchandise"
03/03/2020,03/03/2020,"SAWASDEE THAI CUISINE OVERLAND PARKKS",15.00,"Restaurants"
03/03/2020,03/03/2020,"SEI 27832 OVERLAND PARKKS",6.43,"Gasoline"
03/03/2020,03/03/2020,"SQ *REVOCUP SOUTH COFF OVERLAND PARKKS0002305843012816529781",3.45,"Restaurants"
03/05/2020,03/05/2020,"ALDI 46051 OVERLAND PAR KS",45.72,"Supermarkets"
03/05/2020,03/05/2020,"FRS TAC LLC 800-748-4949 NERC39831287",53.46,"Travel/ Entertainment"
03/05/2020,03/05/2020,"SQ *PHO SAI GON OVERLAND PARKKS0001152921509104901074",9.81,"Restaurants"
03/05/2020,03/05/2020,"SUNSET GRILL OVERLAND PARKKS",36.55,"Restaurants"
03/06/2020,03/06/2020,"GOOGLE *GOOGLE STORAGE 855-836-3987 CAP0SBBEFX",1.99,"Merchandise"
03/06/2020,03/06/2020,"HY-VEE OLATHE 1463 OLATHE KS",25.87,"Supermarkets"
03/06/2020,03/06/2020,"WAL-MART SC - #3273 OVERLAND PARKKS",71.62,"Merchandise"
03/07/2020,03/07/2020,"SCHEELS OVERLAND PARK OVERLAND PARKKS",82.94,"Merchandise"
03/07/2020,03/07/2020,"STARBUCKS 800-782-7282 WA74254016M7COVRCA",15.00,"Restaurants"
03/07/2020,03/07/2020,"TST* THE CORNER RESTAURA KANSAS CITY MO",20.63,"Restaurants"
03/08/2020,03/08/2020,"TRADER JOE'S #720 QPS KANSAS CITY MO",123.74,"Supermarkets"
03/09/2020,03/09/2020,"3ACOMPANYKITCHEN 877-280 TROY MI",1.63,"Restaurants"
03/09/2020,03/09/2020,"ALDI 46051 OVERLAND PAR KS",57.17,"Supermarkets"
03/09/2020,03/09/2020,"AMAZON PRIME*KG7K909D3 AMZN.COM/BILLWA6UM9I1YDG6R",12.99,"Merchandise"
03/09/2020,03/09/2020,"CHIPOTLE 0015 OVERLAND PARKKS",7.64,"Restaurants"
03/09/2020,03/09/2020,"WALGREENS #6112 OLATHE KS",4.92,"Merchandise"
03/09/2020,03/09/2020,"WALGREENS #6112 OLATHE KS",18.69,"Merchandise"
03/10/2020,03/10/2020,"SAWASDEE THAI CUISINE OVERLAND PARKKS",11.73,"Restaurants"
03/11/2020,03/11/2020,"CHEWY.COM 800-672-4399 FLPMT-196820607",68.21,"Merchandise"
03/11/2020,03/11/2020,"STAR FUEL CENTERS 443 OVERLAND PARKKS",33.07,"Gasoline"
03/12/2020,03/12/2020,"BANFIELD-PET*WPPAYMENT 866-894-7927 WA",38.95,"Merchandise"
03/12/2020,03/12/2020,"FRIENDS LIQUOR OVERLAND PARKKS",15.14,"Merchandise"
03/12/2020,03/12/2020,"MINIT MART EG 772 OLATHE KS",39.25,"Gasoline"
03/12/2020,03/12/2020,"WAL-MART SC - #0577 OLATHE KS",92.07,"Merchandise"
03/13/2020,03/13/2020,"INTERNET PAYMENT - THANK YOU",-1120.24,"Payments and Credits"
03/14/2020,03/14/2020,"METCALF DISCOUNT LIQUOR2 OLATHE KS",42.11,"Merchandise"
03/15/2020,03/15/2020,"SQ *PHO SAI GON OVERLAND PARKKS0001152921509130977718",14.39,"Restaurants"
03/15/2020,03/15/2020,"TARGET.COM * 800-591-3869 MN",5.00,"Merchandise"
03/15/2020,03/15/2020,"TARGET.COM * 800-591-3869 MN",79.08,"Merchandise"
03/16/2020,03/17/2020,"TARGET.COM * 800-591-3869 MN",10.25,"Merchandise"
03/18/2020,03/18/2020,"ALDI 46051 OVERLAND PAR KS",149.28,"Supermarkets"
03/20/2020,03/20/2020,"ALDI 46051 OVERLAND PAR KS",129.49,"Supermarkets"
03/20/2020,03/20/2020,"FRIENDS LIQUOR OVERLAND PARKKS",47.59,"Merchandise"
03/22/2020,03/22/2020,"AMAZON.COM*ZM22B9833 AMZN.COM/BILLWA57GXPX85QC2",473.77,"Merchandise"
03/23/2020,03/31/2020,"BLUE VALLEY RECREATION OVERLAND PARKKS",-160.00,"Payments and Credits"
03/24/2020,03/24/2020,"DISNEYPLUS 888-905-7888 CADISNEYPLUS",7.64,"Merchandise"
03/26/2020,03/26/2020,"APPLE.COM/BILL 866-712-7753 CAMSSFK50LBYA0",2.99,"Merchandise"
03/26/2020,03/26/2020,"DSW. 866-379-7463 OHDSW.",39.40,"Merchandise"
03/26/2020,03/26/2020,"OLD NAVY ON-LINE GROVEPORT OH",82.11,"Merchandise"
03/27/2020,03/27/2020,"AMAZON.COM*YC8TM73D3 AMZN.COM/BILLWA3AVREWLLJ40",21.02,"Merchandise"
03/28/2020,03/28/2020,"ALDI 46051 OVERLAND PAR KS",114.16,"Supermarkets"
03/28/2020,03/28/2020,"FRIENDS LIQUOR OVERLAND PARKKS",33.54,"Merchandise"
03/28/2020,03/28/2020,"TRADER JOE'S #723 QPS LEAWOOD KS",91.08,"Supermarkets"
03/29/2020,03/29/2020,"IPSY GLAM BAG HELP.IPSY.COMCA00938UB3",12.00,"Merchandise"
